149566 |[(45, 1)]|
15 |[(45, 1), (47, 1), (51, 1)]|
1500 |[(39, 1)]|
1527 |[(40, 1)]|
15324 |[(51, 1)]|
15487 |[(51, 1)]|
156 |[(51, 1)]|
157 |[(51, 1)]|
15735 |[(51, 1)]|
16 |[(38, 1), (41, 1), (42, 1), (43, 1), (44, 1), (45, 1), (47, 1), (48, 1), (50, 1), (51, 1), (52, 1), (53, 1)]|
160 |[(51, 1)]|
1605 |[(51, 1)]|
1627 |[(51, 1)]|
16365 |[(51, 1)]|
16618 |[(51, 1)]|
16767 |[(51, 1)]|
169 |[(51, 1)]|
17 |[(45, 1), (47, 1), (48, 1), (51, 1)]|
170 |[(47, 1)]|
1720 |[(51, 1)]|
177 |[(51, 1)]|
17779 |[(51, 1)]|
18 |[(45, 1), (47, 1), (51, 1)]|
18084 |[(51, 1)]|
18109 |[(51, 1)]|
185 |[(51, 1)]|
1877 |[(51, 1)]|
1885 |[(51, 1)]|
19 |[(45, 1), (47, 1), (48, 1), (51, 1), (54, 1)]|
19268 |[(51, 1)]|
193 |[(51, 1)]|
19430 |[(51, 1)]|
195 |[(51, 1)]|
1977 |[(47, 1)]|
198 |[(51, 1)]|
1987 |[(40, 1)]|
1989 |[(54, 1)]|
1990 |[(47, 1), (54, 1)]|
1991 |[(54, 1)]|
1992 |[(47, 1)]|
1993 |[(47, 1)]|
1995 |[(40, 1), (45, 1), (54, 1)]|
1996 |[(40, 1)]|
1997 |[(47, 1)]|
1998 |[(47, 1), (54, 1)]|
1999 |[(37, 1), (40, 1), (54, 1)]|
1bb |[(51, 1)]|
2 |[(38, 1), (39, 1), (40, 1), (41, 1), (42, 1), (43, 1), (44, 1), (45, 1), (46, 1), (47, 1), (48, 1), (50, 1), (51, 1), (52, 1), (53, 1), (54, 1)]|
20 |[(45, 1), (47, 1), (48, 1), (51, 1)]|
200 |[(51, 1)]|
2001 |[(40, 1), (47, 1), (54, 1)]|
2002 |[(40, 1), (47, 1), (54, 1)]|
2003 |[(40, 1), (45, 1), (47, 1), (54, 1)]|
2004 |[(40, 1), (47, 1), (54, 1)]|
2007 |[(43, 1), (46, 1)]|
2008 |[(46, 1)]|
2014 |[(48, 1)]|
2015 |[(48, 1), (51, 1)]|
2016 |[(39, 1), (48, 1), (51, 1)]|
2017 |[(43, 1)]|
2018 |[(48, 1)]|
204 |[(51, 1)]|
207 |[(48, 1), (51, 1)]|
209 |[(51, 1)]|
21 |[(45, 1), (47, 1), (51, 1)]|
210 |[(51, 1)]|
21069 |[(51, 1)]|
211 |[(51, 1)]|
21128 |[(51, 1)]|
21213 |[(51, 1)]|
214 |[(51, 1)]|
21575 |[(51, 1)]|
216 |[(51, 1)]|
2161 |[(48, 1)]|
216254 |[(54, 1)]|
21712 |[(51, 1)]|
21844 |[(51, 1)]|
219 |[(51, 1)]|
22 |[(39, 1), (45, 1), (51, 1)]|
22166 |[(51, 1)]|
223 |[(46, 1), (51, 1)]|
22393 |[(51, 1)]|
22470 |[(51, 1)]|
226 |[(40, 1)]|
22751 |[(51, 1)]|
23 |[(40, 1), (45, 1), (51, 1)]|
230 |[(51, 1)]|
23177 |[(51, 1)]|
232 |[(46, 1)]|
234 |[(51, 1)]|
23427 |[(51, 1)]|
23461 |[(51, 1)]|
236 |[(51, 1)]|
237 |[(51, 1)]|
23rd |[(48, 1)]|
24 |[(40, 1), (45, 1), (47, 1), (51, 1)]|
24033 |[(51, 1)]|
243 |[(51, 1)]|
24649 |[(51, 1)]|
249 |[(51, 1)]|
24923 |[(51, 1)]|
25 |[(45, 1), (47, 1), (51, 1)]|
257 |[(51, 1)]|
25773 |[(51, 1)]|
258 |[(51, 1)]|
259 |[(51, 1)]|
25953 |[(51, 1)]|
26 |[(45, 1), (46, 1), (47, 1), (51, 1)]|
260 |[(51, 1)]|
266 |[(51, 1)]|
27 |[(39, 1), (43, 1), (45, 1), (51, 1)]|
270 |[(51, 1)]|
273 |[(51, 1)]|
27393 |[(51, 1)]|
275 |[(51, 1)]|
27553 |[(51, 1)]|
276 |[(51, 1)]|
27607 |[(51, 1)]|
27645 |[(43, 1)]|
277 |[(51, 1)]|
28 |[(39, 1), (45, 1), (51, 1)]|
283 |[(51, 1)]|
28519 |[(51, 1)]|
28554 |[(51, 1)]|
2861 |[(51, 1)]|
28610 |[(51, 1)]|
287 |[(51, 1)]|
28783 |[(51, 1)]|
28th |[(39, 1)]|
29 |[(45, 1), (51, 1)]|
290 |[(48, 1)]|
29221 |[(51, 1)]|
29338 |[(51, 1)]|
294 |[(51, 1)]|
296 |[(51, 1)]|
2k |[(38, 1), (41, 1), (42, 1), (44, 1), (50, 1), (52, 1), (53, 1)]|
2x26 |[(46, 1)]|
3 |[(38, 1), (39, 1), (40, 1), (41, 1), (42, 1), (43, 1), (44, 1), (45, 1), (46, 1), (47, 1), (48, 1), (50, 1), (51, 1), (52, 1), (53, 1), (54, 1)]|
30 |[(45, 1), (51, 1)]|
30033 |[(51, 1)]|
30172 |[(51, 1)]|
30408 |[(51, 1)]|
3060 |[(48, 1)]|
30612 |[(51, 1)]|
307 |[(51, 1)]|
30958 |[(51, 1)]|
31 |[(45, 1), (51, 1)]|
312 |[(48, 1)]|
31287 |[(51, 1)]|
31685 |[(51, 1)]|
31776 |[(51, 1)]|
3190 |[(47, 1)]|
32 |[(45, 1), (51, 1)]|
32197 |[(51, 1)]|
32233 |[(48, 1)]|
323 |[(51, 1)]|
32338 |[(51, 1)]|
32828 |[(51, 1)]|
33 |[(45, 1), (47, 1), (51, 1)]|
33337 |[(51, 1)]|
34 |[(43, 1), (45, 1), (51, 1)]|
34289 |[(51, 1)]|
34360 |[(51, 1)]|
34799 |[(51, 1)]|
35 |[(45, 1), (46, 1), (51, 1)]|
352 |[(48, 1)]|
35413 |[(51, 1)]|
355 |[(51, 1)]|
35554 |[(51, 1)]|
356 |[(51, 1)]|
36 |[(45, 1), (47, 1), (51, 1)]|
362 |[(47, 1)]|
37 |[(45, 1), (51, 1)]|
370 |[(47, 1)]|
37297 |[(51, 1)]|
37639 |[(51, 1)]|
37983 |[(51, 1)]|
38 |[(45, 1), (51, 1)]|
38039 |[(48, 1)]|
38502 |[(51, 1)]|
39 |[(45, 1), (51, 1)]|
39883 |[(51, 1)]|
3d |[(54, 1)]|
3rd |[(37, 1)]|
4 |[(38, 1), (41, 1), (42, 1), (43, 1), (44, 1), (45, 1), (46, 1), (47, 1), (48, 1), (50, 1), (51, 1), (52, 1), (53, 1), (54, 1)]|
40 |[(45, 1), (51, 1)]|
4007 |[(43, 1)]|
40148 |[(51, 1)]|
40581 |[(51, 1)]|
409 |[(47, 1)]|
41 |[(45, 1), (51, 1)]|
413 |[(51, 1)]|
41594 |[(51, 1)]|
41667 |[(51, 1)]|
417 |[(47, 1)]|
42 |[(45, 1), (51, 1)]|
42241 |[(37, 1)]|
42317 |[(51, 1)]|
42424 |[(51, 1)]|
428 |[(51, 1)]|
42924 |[(48, 1)]|
43 |[(45, 1), (51, 1)]|
43533 |[(51, 1)]|
43591 |[(51, 1)]|
43719 |[(51, 1)]|
43852 |[(51, 1)]|
43907 |[(51, 1)]|
43999 |[(51, 1)]|
44 |[(51, 1)]|
44585 |[(51, 1)]|
44904 |[(51, 1)]|
45 |[(51, 1)]|
45039 |[(51, 1)]|
45174 |[(51, 1)]|
45321 |[(51, 1)]|
45421 |[(51, 1)]|
45468 |[(51, 1)]|
46 |[(47, 1), (51, 1)]|
46191 |[(51, 1)]|
46262 |[(51, 1)]|
463 |[(51, 1)]|
46436 |[(51, 1)]|
46725 |[(51, 1)]|
46841 |[(51, 1)]|
47 |[(47, 1), (51, 1)]|
47617 |[(51, 1)]|
47955 |[(51, 1)]|
48 |[(51, 1)]|
480 |[(51, 1)]|
481 |[(51, 1)]|
48246 |[(51, 1)]|
49 |[(51, 1)]|
49158 |[(51, 1)]|
49788 |[(51, 1)]|
4th |[(40, 1)]|
5 |[(37, 1), (39, 1), (45, 1), (46, 1), (47, 1), (48, 1), (51, 1), (54, 1)]|
50 |[(39, 1), (51, 1)]|
500 |[(39, 1), (43, 1)]|
5000 |[(47, 1)]|
50212 |[(51, 1)]|
505 |[(51, 1)]|
506 |[(51, 1)]|
50796 |[(51, 1)]|
51 |[(51, 1)]|
51840 |[(51, 1)]|
52 |[(51, 1)]|
52135 |[(51, 1)]|
52197 |[(51, 1)]|
52593 |[(51, 1)]|
52745 |[(51, 1)]|
52975 |[(51, 1)]|
53 |[(38, 1), (41, 1), (42, 1), (44, 1), (50, 1), (51, 1), (52, 1), (53, 1)]|
535 |[(47, 1)]|
53830 |[(51, 1)]|
54 |[(51, 1)]|
54048 |[(39, 1)]|
542 |[(47, 1)]|
54858 |[(51, 1)]|
55 |[(51, 1)]|
55078 |[(51, 1)]|
55521 |[(51, 1)]|
55524 |[(51, 1)]|
557 |[(51, 1)]|
56 |[(51, 1)]|
57 |[(47, 1), (51, 1)]|
57009 |[(51, 1)]|
57309 |[(51, 1)]|
57545 |[(51, 1)]|
58 |[(51, 1)]|
58016 |[(51, 1)]|
58331 |[(51, 1)]|
58487 |[(51, 1)]|
58489 |[(51, 1)]|
59 |[(51, 1)]|
59042 |[(51, 1)]|
59171 |[(51, 1)]|
6 |[(38, 1), (41, 1), (42, 1), (44, 1), (45, 1), (46, 1), (47, 1), (48, 1), (50, 1), (51, 1), (52, 1), (53, 1), (54, 1)]|
60 |[(51, 1)]|
60383 |[(51, 1)]|
60633 |[(51, 1)]|
61 |[(51, 1)]|
610 |[(51, 1)]|
61108 |[(51, 1)]|
61113 |[(51, 1)]|
61139 |[(51, 1)]|
62 |[(46, 1), (51, 1)]|
62090 |[(51, 1)]|
625 |[(47, 1)]|
62967 |[(51, 1)]|
63 |[(51, 1)]|
63088 |[(51, 1)]|
63199 |[(51, 1)]|
63340 |[(51, 1)]|
63779 |[(51, 1)]|
64 |[(51, 1)]|
64101 |[(51, 1)]|
643 |[(51, 1)]|
645 |[(54, 1)]|
65 |[(51, 1)]|
650 |[(54, 1)]|
65253 |[(51, 1)]|
65653 |[(51, 1)]|
66 |[(51, 1)]|
6666 |[(48, 1)]|
67 |[(51, 1), (54, 1)]|
67557 |[(45, 1)]|
67825 |[(51, 1)]|
68 |[(51, 1)]|
68062 |[(51, 1)]|
683 |[(51, 1)]|
69 |[(51, 1)]|
69163 |[(51, 1)]|
69509 |[(51, 1)]|
6th |[(46, 1), (48, 1)]|
7 |[(38, 1), (39, 1), (41, 1), (42, 1), (44, 1), (45, 1), (46, 1), (47, 1), (50, 1), (51, 1), (52, 1), (53, 1), (54, 1)]|
70 |[(51, 1)]|
70015 |[(51, 1)]|
70172 |[(51, 1)]|
71 |[(51, 1)]|
71126 |[(51, 1)]|
71727 |[(51, 1)]|
72 |[(51, 1)]|
72012 |[(51, 1)]|
72330 |[(51, 1)]|
72827 |[(51, 1)]|
73 |[(51, 1)]|
73545 |[(51, 1)]|
73790 |[(51, 1)]|
74 |[(51, 1)]|
74091 |[(51, 1)]|
75 |[(51, 1)]|
750 |[(39, 1)]|
75696 |[(51, 1)]|
7583 |[(51, 1)]|
759 |[(51, 1)]|
76 |[(51, 1)]|
76096 |[(51, 1)]|
76250 |[(51, 1)]|
76540 |[(51, 1)]|
77 |[(46, 1), (51, 1)]|
77200 |[(51, 1)]|
78 |[(51, 1)]|
78155 |[(51, 1)]|
78169 |[(51, 1)]|
78793 |[(51, 1)]|
79 |[(51, 1)]|
79151 |[(51, 1)]|
7rh |[(51, 1)]|
8 |[(45, 1), (46, 1), (47, 1), (51, 1), (54, 1)]|
80 |[(38, 1), (41, 1), (42, 1), (44, 1), (50, 1), (51, 1), (52, 1), (53, 1)]|
803 |[(54, 1)]|
80523 |[(51, 1)]|
80615 |[(51, 1)]|
807 |[(51, 1)]|
808 |[(54, 1)]|
81 |[(51, 1)]|
81175 |[(51, 1)]|
81866 |[(51, 1)]|
82 |[(46, 1), (51, 1)]|
82196 |[(51, 1)]|
82213 |[(51, 1)]|
82562 |[(51, 1)]|
82919 |[(51, 1)]|
83 |[(51, 1)]|
83990 |[(51, 1)]|
84 |[(51, 1)]|
84637 |[(51, 1)]|
84732 |[(51, 1)]|
85 |[(50, 1), (51, 1)]|
85950 |[(51, 1)]|
86 |[(51, 1)]|
86203 |[(51, 1)]|
86962 |[(51, 1)]|
87 |[(51, 1)]|
87813 |[(51, 1)]|
88 |[(51, 1)]|
88113 |[(51, 1)]|
88309 |[(51, 1)]|
88511 |[(51, 1)]|
89 |[(51, 1)]|
89891 |[(51, 1)]|
8dimension |[(47, 1)]|
9 |[(37, 1), (45, 1), (46, 1), (47, 1), (51, 1), (54, 1)]|
90 |[(47, 1), (48, 1), (51, 1)]|
90161 |[(51, 1)]|
90418 |[(46, 1)]|
90725 |[(51, 1)]|
91 |[(51, 1)]|
91093 |[(51, 1)]|
91699 |[(51, 1)]|
92 |[(51, 1)]|
92104 |[(51, 1)]|
92173 |[(51, 1)]|
92595 |[(51, 1)]|
92697 |[(37, 1)]|
93 |[(51, 1)]|
93886 |[(51, 1)]|
93949 |[(51, 1)]|
94 |[(51, 1)]|
94156 |[(51, 1)]|
942 |[(51, 1)]|
943 |[(51, 1)]|
94779 |[(51, 1)]|
95 |[(51, 1)]|
95004 |[(51, 1)]|
9501101 |[(40, 1)]|
95197 |[(51, 1)]|
95446 |[(51, 1)]|
958 |[(54, 1)]|
96 |[(40, 1), (54, 1)]|
96082 |[(51, 1)]|
96248 |[(51, 1)]|
96370 |[(51, 1)]|
97 |[(47, 1), (51, 1)]|
97495 |[(51, 1)]|
976 |[(51, 1)]|
97631 |[(51, 1)]|
98 |[(51, 1)]|
982 |[(51, 1)]|
98437 |[(51, 1)]|
99 |[(51, 1)]|
99623 |[(51, 1)]|
99744 |[(51, 1)]|
99745 |[(51, 1)]|
99752 |[(51, 1)]|
99808 |[(51, 1)]|
a |[(37, 1), (39, 1), (40, 1), (41, 1), (43, 1), (45, 1), (46, 1), (47, 1), (48, 1), (49, 1), (51, 1), (54, 1)]|
a1 |[(45, 1)]|
a2 |[(45, 1)]|
a3 |[(45, 1)]|
a4 |[(45, 1)]|
a5 |[(45, 1)]|
a6 |[(45, 1)]|
aaai |[(40, 1), (54, 1)]|
abilityofov |[(47, 1)]|
about |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (47, 1), (48, 1), (49, 1), (51, 1), (54, 1)]|
abov |[(51, 1)]|
abstract |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (48, 1), (51, 1), (54, 1)]|
abus |[(51, 1)]|
ac |[(51, 1)]|
acceler |[(40, 1), (54, 1)]|
accept |[(43, 1), (46, 1)]|
access |[(43, 1)]|
accur |[(47, 1), (48, 1)]|
accuraci |[(47, 1)]|
acid |[(47, 1)]|
acquir |[(46, 1)]|
acquisit |[(46, 1)]|
activ |[(48, 1)]|
ad |[(54, 1)]|
adapt |[(40, 1)]|
adbi |[(54, 1)]|
addit |[(46, 1), (47, 1), (51, 1)]|
addr |[(48, 1)]|
address |[(47, 1)]|
admiss |[(40, 1)]|
adult |[(47, 1)]|
advanc |[(43, 1)]|
affin |[(47, 1)]|
after |[(46, 1), (51, 1)]|
again |[(46, 1)]|
age |[(51, 1)]|
agent |[(47, 1)]|
ago |[(51, 1)]|
agreeabl |[(51, 1)]|
aha |[(54, 1)]|
ahmet |[(48, 1)]|
ai |[(40, 1)]|
aik |[(47, 1)]|
akademischen |[(40, 1)]|
al |[(46, 1), (47, 1)]|
alan |[(45, 1)]|
alcohol |[(51, 1)]|
alex |[(54, 1)]|
alexand |[(40, 1)]|
alexey |[(54, 1)]|
algorithm |[(40, 1), (47, 1), (48, 1), (54, 1)]|
all |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (47, 1), (48, 1), (49, 1), (51, 1), (54, 1)]|
allow |[(46, 1)]|
along |[(46, 1)]|
also |[(37, 1), (40, 1), (47, 1)]|
altern |[(40, 1), (47, 1)]|
alv |[(54, 1)]|
amino |[(47, 1)]|
amphet |[(51, 1)]|
amphetamin |[(51, 1)]|
amyl |[(51, 1)]|
an |[(37, 1), (39, 1), (40, 1), (46, 1), (47, 1), (48, 1), (54, 1)]|
anal |[(40, 1), (54, 1)]|
analysi |[(43, 1), (44, 1), (48, 1)]|
and |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (47, 1), (48, 1), (49, 1), (51, 1), (54, 1)]|
andrea |[(47, 1)]|
ani |[(37, 1), (40, 1)]|
ankara |[(48, 1)]|
ankl |[(48, 1)]|
answer |[(51, 1)]|
ant |[(54, 1)]|
anytim |[(54, 1)]|
apach |[(38, 1), (41, 1), (42, 1), (44, 1), (50, 1), (52, 1), (53, 1)]|
apbc |[(47, 1)]|
appear |[(37, 1), (40, 1), (46, 1), (49, 1), (54, 1)]|
appli |[(47, 1), (51, 1)]|
applic |[(40, 1), (47, 1), (48, 1)]|
apprentic |[(40, 1)]|
approach |[(43, 1), (54, 1)]|
appropri |[(46, 1)]|
approxim |[(47, 1)]|
arazo |[(43, 1)]|
arazu |[(43, 1)]|
arbit |[(54, 1)]|
archiv |[(38, 1), (41, 1), (42, 1), (44, 1), (47, 1), (50, 1), (52, 1), (53, 1)]|
are |[(37, 1), (39, 1), (40, 1), (43, 1), (46, 1), (47, 1), (51, 1)]|
area |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (48, 1), (51, 1), (54, 1)]|
ari |[(43, 1)]|
arijit |[(47, 1)]|
arithmet |[(47, 1)]|
art |[(43, 1)]|
articl |[(43, 1)]|
artif |[(40, 1)]|
artifici |[(40, 1), (46, 1), (47, 1), (54, 1)]|
arxiv |[(51, 1)]|
as |[(39, 1), (40, 1), (46, 1), (47, 1), (51, 1)]|
ascii |[(37, 1)]|
ascor |[(51, 1)]|
asia |[(46, 1)]|
asian |[(51, 1)]|
ask |[(46, 1)]|
assess |[(43, 1)]|
assign |[(47, 1)]|
assist |[(39, 1)]|
associ |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (47, 1), (48, 1), (51, 1), (54, 1)]|
assum |[(54, 1)]|
astronomi |[(39, 1)]|
at |[(37, 1), (38, 1), (40, 1), (41, 1), (42, 1), (44, 1), (46, 1), (47, 1), (50, 1), (51, 1), (52, 1), (53, 1), (54, 1)]|
athitso |[(40, 1)]|
atlant |[(45, 1), (54, 1)]|
atom |[(47, 1)]|
atr |[(47, 1)]|
attach |[(48, 1)]|
attempt |[(47, 1)]|
attribut |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (47, 1), (48, 1), (51, 1), (54, 1)]|
aturan |[(48, 1)]|
audiolog |[(40, 1)]|
ausgefuhrt |[(40, 1)]|
austin |[(40, 1)]|
australia |[(51, 1)]|
australian |[(47, 1), (54, 1)]|
austrian |[(40, 1)]|
author |[(47, 1)]|
auto |[(50, 1)]|
automat |[(40, 1), (43, 1), (45, 1), (47, 1), (54, 1)]|
avail |[(37, 1), (46, 1)]|
avoid |[(46, 1)]|
awar |[(37, 1)]|
b |[(45, 1), (46, 1), (47, 1), (48, 1), (54, 1)]|
b1 |[(45, 1)]|
b2 |[(45, 1)]|
b3 |[(45, 1)]|
b4 |[(45, 1)]|
b5 |[(45, 1)]|
b6 |[(45, 1)]|
ba99 |[(47, 1)]|
background |[(39, 1)]|
bag |[(40, 1), (54, 1)]|
bain |[(54, 1)]|
bakiri |[(40, 1)]|
baldi |[(39, 1)]|
bank |[(47, 1)]|
bar |[(47, 1)]|
bareiss |[(40, 1)]|
barshan |[(48, 1)]|
bart |[(54, 1)]|
base |[(40, 1), (46, 1), (47, 1), (48, 1), (54, 1)]|
basu |[(47, 1)]|
batch |[(47, 1)]|
bay |[(47, 1), (54, 1)]|
baylor |[(40, 1)]|
be |[(40, 1), (43, 1), (46, 1), (47, 1), (51, 1)]|
becaus |[(37, 1), (46, 1), (47, 1)]|
becom |[(43, 1)]|
been |[(37, 1), (46, 1)]|
befor |[(46, 1), (51, 1)]|
begin |[(46, 1)]|
belong |[(46, 1)]|
below |[(37, 1), (47, 1), (51, 1)]|
benzo |[(51, 1)]|
benzodiazepin |[(51, 1)]|
bernard |[(40, 1)]|
bernhard |[(40, 1)]|
best |[(51, 1)]|
better |[(40, 1)]|
between |[(37, 1), (46, 1)]|
bi |[(51, 1)]|
bias |[(47, 1)]|
bilenko |[(47, 1)]|
bilkent |[(48, 1)]|
billur |[(48, 1)]|
binar |[(51, 1)]|
binari |[(51, 1), (54, 1)]|
bind |[(47, 1)]|
bioinformat |[(47, 1)]|
biokdd |[(47, 1)]|
biol |[(47, 1)]|
biolog |[(47, 1)]|
black |[(51, 1)]|
blake |[(47, 1)]|
blank |[(39, 1), (43, 1), (45, 1)]|
board |[(45, 1), (54, 1)]|
bodi |[(48, 1)]|
book |[(43, 1)]|
boon |[(47, 1)]|
boost |[(40, 1), (45, 1), (54, 1)]|
boston |[(40, 1), (54, 1)]|
both |[(47, 1)]|
bottom |[(54, 1)]|
box |[(46, 1), (47, 1)]|
brian |[(54, 1)]|
brigham |[(54, 1)]|
brown |[(54, 1)]|
bruce |[(40, 1)]|
build |[(37, 1)]|
built |[(47, 1)]|
bullen |[(54, 1)]|
burton |[(45, 1)]|
but |[(37, 1)]|
button |[(46, 1)]|
bx |[(47, 1)]|
by |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (47, 1), (48, 1), (49, 1), (51, 1), (54, 1)]|
c |[(45, 1), (46, 1), (47, 1), (53, 1), (54, 1)]|
c1 |[(45, 1)]|
c2 |[(45, 1)]|
c3 |[(45, 1)]|
c4 |[(45, 1)]|
c5 |[(45, 1)]|
c6 |[(45, 1)]|
ca |[(40, 1)]|
caff |[(51, 1)]|
caffein |[(51, 1)]|
cai |[(47, 1)]|
california |[(37, 1), (39, 1)]|
call |[(47, 1)]|
can |[(43, 1), (46, 1), (47, 1), (51, 1)]|
canada |[(51, 1)]|
cannabi |[(51, 1)]|
cannot |[(51, 1)]|
care |[(40, 1)]|
carlo |[(39, 1)]|
carriag |[(37, 1)]|
carrier |[(54, 1)]|
case |[(40, 1), (46, 1), (47, 1), (51, 1)]|
castellón |[(46, 1)]|
categor |[(40, 1), (43, 1), (45, 1), (47, 1), (51, 1), (54, 1)]|
categori |[(43, 1), (47, 1)]|
cefet |[(54, 1)]|
center |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (47, 1), (48, 1), (49, 1), (51, 1), (54, 1)]|
cento |[(38, 1), (41, 1), (42, 1), (44, 1), (50, 1), (52, 1), (53, 1)]|
certif |[(51, 1)]|
challeng |[(37, 1), (39, 1), (47, 1)]|
chan |[(40, 1)]|
chapter |[(54, 1)]|
charact |[(46, 1), (47, 1)]|
characterist |[(37, 1), (39, 1), (40, 1), (43, 1), (45, 1), (46, 1), (48, 1), (51, 1), (54, 1)]|
charl |[(40, 1)]|
chawla |[(47, 1)]|
chest |[(48, 1)]|
chicago |[(37, 1)]|
chih |[(47, 1)]|
chines |[(40, 1)]|
choc |[(51, 1)]|
chocol |[(51, 1)]|
choon |[(47, 1)]|
chou |[(47, 1)]|
christoph |[(54, 1)]|
chu |[(37, 1)]|
circl |[(47, 1)]|
